URL,Version,Status,OIDs,Name,Title,Description,Used
http://hapi.moh.gov.zm/fhir/CodeSystem/facility-ownership,0.1.0,active,,ZMCoreFacilityOwnershipCS,Zambia Master Facility List Facility Ownership,"Facility ownership or controlling sector represented in the Zambia Master Facility List.","ValueSet/facility-ownership"
http://hapi.moh.gov.zm/fhir/CodeSystem/facility-registry-status,0.1.0,active,,ZMCoreFacilityRegistryStatusCS,Zambia Master Facility List Registry Status,"Combined operational, licensing, registration, and record-quality states represented by the current Zambia Master Facility List operation-status field.","ValueSet/facility-registry-status"
http://hapi.moh.gov.zm/fhir/CodeSystem/facility-type,0.1.0,active,,ZMCoreFacilityTypeCS,Zambia Master Facility List Facility Type,"Facility types represented in the Zambia Master Facility List. Police, military, private, and NGO values are retained for source compatibility but overlap with facility ownership and should not be used when a more specific service level is known.","ValueSet/facility-type"
http://hapi.moh.gov.zm/fhir/CodeSystem/medication-level-of-access,0.1.0,draft,,ZMLevelOfAccessCS,Zambia Level of Access for Medicines,"Levels of care at which a medicine is allowed to be used, based on the ZAMMSA catalogue.","ValueSet/medication-level-of-access"
http://hapi.moh.gov.zm/fhir/CodeSystem/medication-zammsa-sku,0.1.0,draft,,ZAMMSAMedicationCS,ZAMMSA Medication SKU Code System,"CodeSystem representing the ZAMMSA national medicines catalogue SKUs.","ValueSet/medication-zammsa-sku"
http://hapi.moh.gov.zm/fhir/CodeSystem/product-group,0.1.0,draft,,ZMProductGroupCS,Zambia eLMIS Product Group,"Short product group codes from the eLMIS Master list (e.g. ess, medsurge, equip...).","ValueSet/product-group"
http://hapi.moh.gov.zm/fhir/CodeSystem/product-type,0.1.0,draft,,ZMProductTypeCS,Zambia Product Type (eLMIS),"Product types from the eLMIS Master Product List.","ValueSet/product-type"
http://hapi.moh.gov.zm/fhir/CodeSystem/zm-communication-channel,0.1.0,draft,,ZMCommunicationChannelCS,Zambia Communication Channel,"Delivery channels supported by the Zambia Unified Health Communication Hub.","ValueSet/zm-communication-channel-vs"
http://hapi.moh.gov.zm/fhir/CodeSystem/zm-communication-consent-action,0.1.0,draft,,ZMCommunicationConsentActionCS,Zambia Communication Consent Action,"Consent actions governing contact by the Unified Health Communication Hub.","ValueSet/zm-communication-consent-action-vs"
http://hapi.moh.gov.zm/fhir/CodeSystem/zm-communication-data-classification,0.1.0,draft,,ZMCommunicationDataClassificationCS,Zambia Communication Data Classification,"Data classifications that drive disclosure and channel controls for health communications.","ValueSet/zm-communication-data-classification-vs"
http://hapi.moh.gov.zm/fhir/CodeSystem/zm-communication-lane,0.1.0,draft,,ZMCommunicationLaneCS,Zambia Communication Lane,"Governance lanes used to separate communication purposes, access rules, and disclosure controls in the Zambia Unified Health Communication Hub.","ValueSet/zm-communication-lane-vs"
http://hapi.moh.gov.zm/fhir/CodeSystem/zm-communication-task-code,0.1.0,draft,,ZMCommunicationTaskCodeCS,Zambia Communication Task Code,"Actions used to capture acknowledgement and escalation in communication workflows.","ValueSet/zm-communication-task-code-vs"
http://hl7.org/fhir/CodeSystem/medication-dose-aid,5.0.0,active,"2.16.840.1.113883.4.642.4.2075",MedicationDoseAid,Medication dose aid,"Medication dose aid","ValueSet/medication-dose-aid"
http://hl7.org/fhir/CodeSystem/medication-ingredientstrength,5.0.0,active,"2.16.840.1.113883.4.642.4.2062",MedicationIngredientStrengthCodes,Medication Ingredient Strength Codes,"Medication Ingredient Strength Codes","ValueSet/medication-ingredientstrength"
http://hl7.org/fhir/CodeSystem/medication-intended-performer-role,5.0.0,active,"2.16.840.1.113883.4.642.4.2074",MedicationIntendedPerformerRole,Medication Intended Performer Role,"Medication Intended Performer Role","ValueSet/medication-intended-performer-role"
http://hl7.org/fhir/CodeSystem/medication-status,5.0.0,active,"2.16.840.1.113883.4.642.4.1380",MedicationStatusCodes,Medication Status Codes,"Medication Status Codes","ValueSet/medication-status"
http://hl7.org/fhir/CodeSystem/medicationdispense-status,5.0.0,active,"2.16.840.1.113883.4.642.4.1971",MedicationDispenseStatusCodes,Medication Dispense Status Codes,"Medication Dispense Status Codes","ValueSet/medicationdispense-status"
http://hl7.org/fhir/CodeSystem/medicationdispense-status-reason,5.0.0,active,"2.16.840.1.113883.4.642.4.1973",MedicationDispenseStatusReasonCodes,Medication Dispense Status Reason Codes,"Medication Dispense Status Reason Codes","ValueSet/medicationdispense-status-reason"
http://hl7.org/fhir/CodeSystem/medicationrequest-intent,5.0.0,active,"2.16.840.1.113883.4.642.4.1378",MedicationRequestIntentCodes,MedicationRequest Intent Codes,"MedicationRequest Intent Codes","ValueSet/medicationrequest-intent"
http://hl7.org/fhir/CodeSystem/medicationrequest-status,5.0.0,active,"2.16.840.1.113883.4.642.4.1377",MedicationRequestStatusCodes,MedicationRequest Status Codes,"MedicationRequest Status Codes","ValueSet/medicationrequest-status"
http://hl7.org/fhir/administrative-gender,5.0.0,active,"2.16.840.1.113883.4.642.4.2",AdministrativeGender,AdministrativeGender,"The gender of a person used for administrative purposes.","ValueSet/administrative-gender,ValueSet/zm-core-patient-gender-vs"
http://hl7.org/fhir/adverse-event-actuality,5.0.0,active,"2.16.840.1.113883.4.642.4.832",AdverseEventActuality,Adverse Event Actuality,"Overall nature of the adverse event, e.g. real or potential.","ValueSet/adverse-event-actuality"
http://hl7.org/fhir/allergy-intolerance-category,5.0.0,active,"2.16.840.1.113883.4.642.2.53,2.16.840.1.113883.4.642.4.134,2.16.840.1.113883.4.642.1.124",AllergyIntoleranceCategory,Allergy Intolerance Category,"Category of an identified substance associated with allergies or intolerances.","ValueSet/allergy-intolerance-category"
http://hl7.org/fhir/allergy-intolerance-criticality,5.0.0,active,"2.16.840.1.113883.4.642.1.120,2.16.840.1.113883.4.642.4.130,2.16.840.1.113883.4.642.2.51",AllergyIntoleranceCriticality,Allergy Intolerance Criticality,"Estimate of the potential clinical harm, or seriousness, of a reaction to an identified substance.","ValueSet/allergy-intolerance-criticality"
http://hl7.org/fhir/allergy-intolerance-type,5.0.0,active,"2.16.840.1.113883.4.642.4.132,2.16.840.1.113883.4.642.1.122,2.16.840.1.113883.4.642.2.52",AllergyIntoleranceType,Allergy Intolerance Type,"Identification of the underlying physiological mechanism for a Reaction Risk.","ValueSet/allergy-intolerance-type"
http://hl7.org/fhir/appointmentstatus,5.0.0,active,"2.16.840.1.113883.4.642.4.485,2.16.840.1.113883.4.642.1.478,2.16.840.1.113883.4.642.2.284",AppointmentStatus,Appointment Status,"The free/busy status of an appointment.","ValueSet/appointmentstatus"
http://hl7.org/fhir/audit-event-action,5.0.0,active,"2.16.840.1.113883.4.642.4.453,2.16.840.1.113883.4.642.1.446,2.16.840.1.113883.4.642.2.263",AuditEventAction,Audit Event Action,"Indicator for type of action performed during the event that generated the event.","ValueSet/audit-event-action"
http://hl7.org/fhir/audit-event-severity,5.0.0,active,"2.16.840.1.113883.4.642.4.1894",AuditEventSeverity,Audit Event Severity,"The severity of the audit entry.","ValueSet/audit-event-severity"
http://hl7.org/fhir/consent-data-meaning,5.0.0,active,"2.16.840.1.113883.4.642.4.760,2.16.840.1.113883.4.642.1.744",ConsentDataMeaning,Consent Data Meaning,"How a resource reference is interpreted when testing consent restrictions.","ValueSet/consent-data-meaning"
http://hl7.org/fhir/consent-provision-type,5.0.0,active,"2.16.840.1.113883.4.642.4.758",ConsentProvisionType,Consent Provision Type,"How a rule statement is applied, such as adding additional consent or removing consent.","ValueSet/consent-provision-type"
http://hl7.org/fhir/consent-state-codes,5.0.0,active,"2.16.840.1.113883.4.642.1.740,2.16.840.1.113883.4.642.4.756",ConsentState,Consent State,"Indicates the state of the consent.","ValueSet/consent-state-codes"
http://hl7.org/fhir/days-of-week,5.0.0,active,"2.16.840.1.113883.4.642.4.513,2.16.840.1.113883.4.642.2.302,2.16.840.1.113883.4.642.1.507",DaysOfWeek,Days Of Week,"The days of the week.","ValueSet/days-of-week"
http://hl7.org/fhir/diagnostic-report-status,5.0.0,active,"2.16.840.1.113883.4.642.2.118,2.16.840.1.113883.4.642.4.236,2.16.840.1.113883.4.642.1.231",DiagnosticReportStatus,Diagnostic Report Status,"The status of the diagnostic report.","ValueSet/diagnostic-report-status"
http://hl7.org/fhir/encounter-diagnosis-use,5.0.0,active,"2.16.840.1.113883.4.642.4.2115",EncounterDiagnosisUse,Encounter Diagnosis Use,"Encounter Condition Use","ValueSet/encounter-diagnosis-use"
http://hl7.org/fhir/encounter-location-status,5.0.0,active,"2.16.840.1.113883.4.642.1.258,2.16.840.1.113883.4.642.2.147,2.16.840.1.113883.4.642.4.263",EncounterLocationStatus,Encounter Location Status,"The status of the location.","ValueSet/encounter-location-status"
http://hl7.org/fhir/encounter-reason-use,5.0.0,active,"2.16.840.1.113883.4.642.4.2114",EncounterReasonUse,Encounter Reason Use,"Encounter Reason Use","ValueSet/encounter-reason-use"
http://hl7.org/fhir/encounter-status,5.0.0,active,"2.16.840.1.113883.4.642.4.247,2.16.840.1.113883.4.642.1.242",EncounterStatus,Encounter Status,"Current state of the encounter.","ValueSet/encounter-status"
http://hl7.org/fhir/event-status,5.0.0,draft,"2.16.840.1.113883.4.642.4.110",EventStatus,EventStatus,"Codes identifying the lifecycle stage of an event.","ValueSet/immunization-status,ValueSet/event-status,ValueSet/adverse-event-status"
http://hl7.org/fhir/fhir-types,5.0.0,active,"2.16.840.1.113883.4.642.4.1802",FHIRTypes,All FHIR Types,"One of the types defined as part of this version of FHIR.","ValueSet/subscription-types,ValueSet/all-resource-types,ValueSet/resource-types"
http://hl7.org/fhir/group-membership-basis,5.0.0,active,"2.16.840.1.113883.4.642.4.1962",GroupMembershipBasis,Group Membership Basis,"Basis for membership in a group","ValueSet/group-membership-basis"
http://hl7.org/fhir/group-type,5.0.0,active,"2.16.840.1.113883.4.642.2.156,2.16.840.1.113883.4.642.1.278,2.16.840.1.113883.4.642.4.285",GroupType,Group Type,"Types of resources that are part of group.","ValueSet/group-type"
http://hl7.org/fhir/identifier-use,5.0.0,active,"2.16.840.1.113883.4.642.1.58",IdentifierUse,IdentifierUse,"Identifies the purpose for this identifier, if known .","ValueSet/identifier-use"
http://hl7.org/fhir/issue-severity,5.0.0,active,"2.16.840.1.113883.4.642.2.223,2.16.840.1.113883.4.642.1.398,2.16.840.1.113883.4.642.4.409",IssueSeverity,Issue Severity,"How the issue affects the success of the action.","ValueSet/audit-event-outcome"
http://hl7.org/fhir/link-type,5.0.0,active,"2.16.840.1.113883.4.642.1.413,2.16.840.1.113883.4.642.2.234,2.16.840.1.113883.4.642.4.424",LinkType,Link Type,"The type of link between this Patient resource and other Patient/RelatedPerson resource(s).","ValueSet/link-type"
http://hl7.org/fhir/location-characteristic,5.0.0,active,"2.16.840.1.113883.4.642.4.1970",LocationCharacteristic,Location Characteristic,"Example Set of Location Characteristics.","ValueSet/location-characteristic"
http://hl7.org/fhir/location-mode,5.0.0,active,"2.16.840.1.113883.4.642.4.331,2.16.840.1.113883.4.642.1.322,2.16.840.1.113883.4.642.2.181",LocationMode,Location Mode,"Indicates whether a resource instance represents a specific location or a class of locations.","ValueSet/location-mode"
http://hl7.org/fhir/location-status,5.0.0,active,"2.16.840.1.113883.4.642.4.333,2.16.840.1.113883.4.642.1.324,2.16.840.1.113883.4.642.2.182",LocationStatus,Location Status,"Indicates whether the location is still in use.","ValueSet/location-status"
http://hl7.org/fhir/medicationdispense-admin-location,5.0.0,active,"2.16.840.1.113883.4.642.4.1972",MedDispenseAdminLocationCodes,Medication Dispense Administration Location Codes,"Medication Dispense Administration Location Codes","ValueSet/medicationdispense-admin-location"
http://hl7.org/fhir/name-use,5.0.0,active,"2.16.840.1.113883.4.642.4.66",NameUse,NameUse,"The use of a human name.","ValueSet/name-use"
http://hl7.org/fhir/observation-referencerange-normalvalue,5.0.0,active,"2.16.840.1.113883.4.642.4.2099",ObservationReferenceRangeNormalValue,ObservationreferenceRangeNormalValue,"Codes that describe the normal value in the reference range.","ValueSet/observation-referencerange-normalvalue"
http://hl7.org/fhir/observation-status,5.0.0,active,"2.16.840.1.113883.4.642.4.401,2.16.840.1.113883.4.642.1.388,2.16.840.1.113883.4.642.2.219",ObservationStatus,Observation Status,"Codes providing the status of an observation.","ValueSet/observation-status"
http://hl7.org/fhir/observation-triggeredbytype,5.0.0,active,"2.16.840.1.113883.4.642.4.2098",TriggeredBytype,triggered Bytype,"Codes providing the triggeredBy type of observation.","ValueSet/observation-triggeredbytype"
http://hl7.org/fhir/participationstatus,5.0.0,active,"2.16.840.1.113883.4.642.4.487,2.16.840.1.113883.4.642.2.285,2.16.840.1.113883.4.642.1.480",ParticipationStatus,Participation Status,"The Participation status of an appointment.","ValueSet/participationstatus"
http://hl7.org/fhir/provenance-entity-role,5.0.0,active,"2.16.840.1.113883.4.642.1.428,2.16.840.1.113883.4.642.2.247,2.16.840.1.113883.4.642.4.437",ProvenanceEntityRole,Provenance Entity Role,"How an entity was used in an activity.","ValueSet/provenance-entity-role"
http://hl7.org/fhir/publication-status,5.0.0,active,"2.16.840.1.113883.4.642.4.4",PublicationStatus,PublicationStatus,"The lifecycle status of an artifact.","ValueSet/publication-status"
http://hl7.org/fhir/reaction-event-severity,5.0.0,active,"2.16.840.1.113883.4.642.2.56,2.16.840.1.113883.4.642.1.126,2.16.840.1.113883.4.642.4.136",AllergyIntoleranceSeverity,Allergy Intolerance Severity,"Clinical assessment of the severity of a reaction event as a whole, potentially considering multiple different manifestations.","ValueSet/reaction-event-severity"
http://hl7.org/fhir/request-intent,5.0.0,draft,"2.16.840.1.113883.4.642.4.114",RequestIntent,RequestIntent,"Codes indicating the degree of authority/intentionality associated with a request.","ValueSet/request-intent,ValueSet/task-intent,ValueSet/care-plan-intent"
http://hl7.org/fhir/request-priority,5.0.0,draft,"2.16.840.1.113883.4.642.4.116",RequestPriority,RequestPriority,"Identifies the level of importance to be assigned to actioning the request.","ValueSet/request-priority"
http://hl7.org/fhir/request-status,5.0.0,draft,"2.16.840.1.113883.4.642.4.112",RequestStatus,RequestStatus,"Codes identifying the lifecycle stage of a request.","ValueSet/request-status"
http://hl7.org/fhir/restful-interaction,5.0.0,active,"2.16.840.1.113883.4.642.4.1823",FHIRRestfulInteractions,FHIR Restful Interactions,"The set of interactions defined by the RESTful part of the FHIR specification.","ValueSet/audit-event-sub-type,ValueSet/interaction-trigger"
